Date,Open,High,Low,Close,Volume
12/31/20,25.81,25.96,25.59,25.9,"90,127"
12/30/20,25.59,25.98,25.55,25.85,"116,569"
12/29/20,25.53,25.63,25.29,25.55,"133,266"
12/28/20,25.09,25.35,25.09,25.21,"124,926"
12/24/20,25.1,25.17,25.02,25.04,"25,834"
12/23/20,24.78,25.09,24.78,24.96,"68,402"
12/22/20,24.79,24.8,24.58,24.63,"56,147"
12/21/20,25.11,25.2,24.44,24.94,"137,318"
12/18/20,25.59,25.59,25.25,25.38,"71,843"
12/17/20,25.72,25.72,25.55,25.56,"52,789"
12/16/20,25.81,25.9,25.55,25.65,"45,189"
12/15/20,25.45,25.88,25.42,25.88,"64,121"
12/14/20,25.86,25.87,25.21,25.33,"62,893"
12/11/20,26.1,26.1,25.53,25.62,"55,732"
12/10/20,25.24,26.11,25.23,26.06,"86,523"
12/9/20,25.72,25.98,25.43,25.65,"82,984"
12/8/20,25.79,26.2,25.76,25.82,"66,000"
12/7/20,26.02,26.2,26,26.05,"78,818"
12/4/20,25.87,26.25,25.8,26.23,"118,751"
12/3/20,25.63,26.07,25.59,25.93,"207,813"
12/2/20,24.83,25.5,24.75,25.46,"125,741"
12/1/20,24.95,24.95,24.61,24.65,"321,981"
11/30/20,24.75,24.85,24.25,24.38,"112,766"
11/27/20,24.78,24.94,24.76,24.87,"80,415"
11/25/20,24.87,24.91,24.52,24.78,"80,949"
11/24/20,24.58,24.86,24.42,24.86,"138,887"
11/23/20,23.84,24.22,23.71,24.15,"120,932"
11/20/20,23.82,23.82,23.5,23.52,"41,209"
11/19/20,23.21,23.63,23.2,23.59,"34,487"
11/18/20,23.62,23.85,23.33,23.4,"109,973"
11/17/20,23.12,23.56,23.09,23.5,"131,112"
11/16/20,23.27,23.45,23.05,23.36,"178,864"
11/13/20,21.9,22.53,21.71,22.46,"47,628"
11/12/20,22.29,22.29,21.65,21.69,"109,304"
11/11/20,22.72,22.72,22.25,22.44,"91,000"
11/10/20,22.69,23.09,22.26,22.45,"125,607"
11/9/20,22.78,23.48,22.2,23.15,"353,265"
11/6/20,19.33,19.66,19.33,19.58,"10,745"
11/5/20,19.13,19.49,19.12,19.36,"26,135"
11/4/20,18.62,18.91,18.57,18.68,"21,245"
11/3/20,17.9,18.24,17.76,18.13,"33,894"
11/2/20,17.5,17.62,17.44,17.49,"9,697"
10/30/20,17.6,17.66,17.16,17.44,"246,321"
10/29/20,17.47,17.74,17.47,17.7,"11,396"
10/28/20,17.97,17.97,17.5,17.57,"27,747"
10/27/20,18.68,18.68,18.3,18.3,"5,778"
10/26/20,19.04,19.04,18.44,18.6,"30,205"
10/23/20,19.11,19.29,19.08,19.26,"30,338"
10/22/20,18.51,19.04,18.44,19.03,"34,999"
10/21/20,18.61,18.67,18.56,18.58,"6,754"
10/20/20,18.69,18.83,18.69,18.74,"5,486"
10/19/20,18.72,18.82,18.62,18.62,"7,302"
10/16/20,18.64,18.73,18.64,18.66,"16,484"
10/15/20,18.94,18.94,18.56,18.71,"40,864"
10/14/20,19.19,19.26,19.06,19.07,"18,364"
10/13/20,19.68,19.68,19.21,19.33,"15,808"
10/12/20,19.87,20.01,19.56,19.99,"252,024"
10/9/20,20,20.07,19.9,19.9,"8,540"
10/8/20,19.77,19.97,19.62,19.95,"5,424"
10/7/20,19.56,19.68,19.48,19.62,"6,339"
10/6/20,19.19,19.57,19.19,19.21,"45,933"
10/5/20,19.28,19.31,19.08,19.16,"21,028"
10/2/20,18.86,19,18.85,19,"9,159"
10/1/20,19.03,19.22,19.02,19.22,"4,585"
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
