Date,Open,High,Low,Close,Volume
9/8/20,18.08,18.53,17.92,18.26,"10,161,980"
9/4/20,18.24,18.46,17.71,18.25,"7,907,126"
9/3/20,18.16,18.74,17.69,18,"8,995,202"
9/2/20,17.82,18.08,17.56,18.04,"4,253,186"
9/1/20,17.56,18.12,17.39,17.77,"4,931,572"
8/31/20,18.29,18.29,17.76,17.76,"4,984,267"
8/28/20,18.12,18.31,17.84,18.3,"7,164,044"
8/27/20,17.67,18.25,17.61,17.83,"8,307,928"
8/26/20,17.52,17.53,17.26,17.29,"3,755,358"
8/25/20,17.77,17.88,17.26,17.54,"5,122,308"
8/24/20,17,17.57,16.73,17.57,"6,643,454"
8/21/20,16.72,16.86,16.6,16.64,"1,955,475"
8/20/20,16.6,16.85,16.46,16.78,"4,100,108"
8/19/20,16.94,17.4,16.74,16.81,"6,443,470"
8/18/20,16.91,17,16.65,16.77,"2,496,159"
8/17/20,17.39,17.41,16.82,16.86,"3,752,782"
8/14/20,17.15,17.41,17.07,17.37,"3,659,298"
8/13/20,17.34,17.74,17.22,17.31,"3,286,604"
8/12/20,18.01,18.01,17.31,17.55,"5,462,522"
8/11/20,18.2,18.28,17.56,17.63,"11,425,790"
8/10/20,16.81,17.48,16.78,17.45,"10,192,810"
8/7/20,16.52,16.65,16.32,16.65,"2,860,008"
8/6/20,16.55,16.74,16.25,16.64,"6,738,500"
8/5/20,16.08,16.46,15.85,16.28,"5,287,822"
8/4/20,15.56,15.96,15.56,15.75,"2,677,006"
8/3/20,15.41,15.6,15.17,15.52,"2,820,748"
7/31/20,15.54,15.58,15.18,15.44,"3,234,828"
7/30/20,15.6,15.71,15.51,15.63,"2,100,069"
7/29/20,16.1,16.14,15.73,15.87,"2,263,116"
7/28/20,15.72,16.22,15.71,16.06,"4,100,844"
7/27/20,15.94,16.02,15.75,15.84,"3,531,808"
7/24/20,16.13,16.18,15.86,15.93,"5,440,062"
7/23/20,16.11,16.72,15.9,16.29,"4,920,796"
7/22/20,16.21,16.39,16.12,16.2,"1,532,272"
7/21/20,16.31,16.47,16.21,16.27,"2,398,113"
7/20/20,16.43,16.55,16.05,16.13,"2,586,504"
7/17/20,16.66,16.77,16.43,16.49,"2,392,655"
7/16/20,16.86,16.91,16.53,16.67,"3,355,977"
7/15/20,16.76,17.31,16.54,17.24,"8,268,186"
7/14/20,15.63,16.07,15.6,16,"2,381,179"
7/13/20,16.28,16.37,15.86,15.93,"3,635,264"
7/10/20,15.47,16.21,15.42,16.18,"2,800,816"
7/9/20,16.18,16.23,15.54,15.61,"3,329,004"
7/8/20,16.1,16.38,15.96,16.33,"2,762,774"
7/7/20,16.64,16.65,16.26,16.3,"2,244,984"
7/6/20,16.96,17.1,16.54,16.96,"3,004,585"
7/2/20,17,17.1,16.55,16.59,"3,068,486"
7/1/20,16.98,17.35,16.43,16.52,"3,782,455"
6/30/20,16.69,16.82,16.36,16.65,"2,472,513"
6/29/20,16.17,16.89,15.89,16.83,"4,829,417"
6/26/20,16.51,16.54,15.77,16.02,"4,264,956"
6/25/20,15.94,16.61,15.82,16.58,"4,580,247"
6/24/20,16.94,17,16.18,16.33,"7,486,202"
6/23/20,17.27,17.36,16.92,17.35,"9,961,161"
6/22/20,17.24,17.5,17.12,17.29,"6,821,746"
6/19/20,18.33,18.36,17.26,17.57,"4,856,285"
6/18/20,17.77,18.3,17.69,18.05,"4,100,064"
6/17/20,18.29,18.33,17.85,18.13,"3,908,643"
6/16/20,19.24,19.32,18.12,18.47,"8,430,048"
6/15/20,17.13,18.3,17,18.11,"10,532,840"
6/12/20,18.14,18.52,17.32,18.26,"11,841,640"
6/11/20,16.59,17.67,16.35,16.49,"15,848,460"
6/10/20,19.63,19.74,18.25,18.92,"18,428,260"
6/9/20,20.65,20.8,19.77,20.46,"13,007,220"
6/8/20,21.18,21.95,20.81,21.94,"18,657,340"
6/5/20,22.05,22.1,19.65,20.09,"25,463,230"
6/4/20,18.01,19.68,17.55,19.17,"22,983,750"
6/3/20,16.45,17.35,16.35,17.18,"11,285,790"
6/2/20,15.97,16.13,15.72,16.01,"5,877,209"
6/1/20,15.22,15.94,15.16,15.67,"6,237,104"
5/29/20,14.9,15.33,14.75,15.09,"4,112,840"
5/28/20,16.01,16.02,15.24,15.34,"6,564,440"
5/27/20,16.59,16.6,15.12,15.99,"12,641,900"
5/26/20,14.78,15.44,14.76,15.31,"7,031,791"
5/22/20,14.04,14.09,13.51,13.7,"2,985,311"
5/21/20,13.82,14.18,13.76,13.92,"4,055,798"
5/20/20,13.55,13.82,13.47,13.69,"4,402,121"
5/19/20,13.81,13.85,13.1,13.21,"4,051,660"
5/18/20,12.84,13.4,12.72,13.39,"6,371,353"
5/15/20,11.96,12.27,11.8,12,"2,006,631"
5/14/20,11.83,12.19,11.27,12.15,"3,832,498"
5/13/20,12.71,12.71,11.91,12.15,"4,442,503"
5/12/20,13.28,13.43,12.67,12.68,"3,375,887"
5/11/20,13.38,13.51,13.02,13.25,"2,709,073"
5/8/20,13.09,13.64,13.07,13.64,"4,136,388"
5/7/20,12.74,13.12,12.67,12.8,"4,188,213"
5/6/20,13.22,13.26,12.6,12.71,"3,898,672"
5/5/20,13.85,13.91,13.06,13.11,"3,756,375"
5/4/20,13,13.54,12.66,13.48,"5,295,596"
5/1/20,14.6,14.75,13.9,14.09,"3,464,732"
4/30/20,15.43,15.57,14.75,15.19,"6,103,452"
4/29/20,15.01,15.85,15,15.63,"6,854,900"
4/28/20,13.74,14.65,13.64,14.43,"4,933,550"
4/27/20,13.61,13.75,13.33,13.41,"2,460,474"
4/24/20,13.55,13.6,13.06,13.36,"1,438,148"
4/23/20,13.54,13.79,13.4,13.4,"1,646,008"
4/22/20,13.95,13.99,13.13,13.4,"2,615,610"
4/21/20,13.75,13.98,13.55,13.73,"2,187,036"
4/20/20,14.07,14.22,13.65,13.99,"2,185,444"
4/17/20,14.76,14.76,14.25,14.35,"3,145,139"
4/16/20,14.56,14.56,13.73,13.81,"3,070,678"
4/15/20,15.32,15.34,14.37,14.79,"4,200,720"
4/14/20,15.15,15.5,14.95,15.01,"3,309,431"
4/13/20,15.82,15.84,14.16,14.56,"2,955,832"
4/9/20,15.41,15.91,14.72,15.3,"5,727,265"
4/8/20,14.07,14.36,13.75,14.26,"2,791,809"
4/7/20,14.29,14.88,13.28,13.41,"3,991,406"
4/6/20,12.85,13.1,12.36,12.81,"3,097,430"
4/3/20,12.96,12.96,11.95,12.3,"2,805,953"
4/2/20,13.3,13.34,12.61,12.66,"1,725,311"
4/1/20,14.09,14.12,13.07,13.1,"2,160,564"
3/31/20,14.96,15.37,14.57,14.73,"1,059,941"
3/30/20,15,15.15,14.01,14.6,"1,872,640"
3/27/20,16.51,16.55,15.41,15.55,"2,307,036"
3/26/20,16.98,18.05,16.4,16.82,"3,942,950"
3/25/20,16.9,17.24,15.15,16.32,"5,416,806"
3/24/20,14.34,15.54,14,14.97,"3,442,589"
3/23/20,12.84,12.98,12.1,12.58,"2,416,753"
3/20/20,12.87,14.07,12.32,12.49,"2,439,473"
3/19/20,12.68,12.83,11.25,12.16,"2,956,669"
3/18/20,14.91,14.95,11.67,12.76,"3,329,881"
3/17/20,16.64,17.29,15.28,15.98,"2,049,724"
3/16/20,16.26,16.76,15.25,16.22,"2,540,891"
3/13/20,19.87,19.88,16.69,18.21,"1,954,960"
3/12/20,18.24,19.61,16.76,16.79,"1,848,217"
3/11/20,21.08,21.08,19.87,20.18,"1,101,001"
3/10/20,21.38,21.79,20.06,21.7,"1,578,174"
3/9/20,21,21.78,20.2,20.44,"2,032,118"
3/6/20,21.09,22.47,20.77,21.93,"2,370,102"
3/5/20,23.08,23.08,21.6,21.66,"1,093,457"
3/4/20,23.64,23.87,22.82,23.81,"402,937"
3/3/20,24.46,24.75,23.13,23.24,"561,714"
3/2/20,23.82,23.83,22.68,23.75,"439,215"
2/28/20,24.1,24.44,23.6,23.9,"398,844"
2/27/20,25.06,25.95,24.14,24.65,"337,911"
2/26/20,27.12,27.25,25.87,25.96,"163,168"
2/25/20,28.69,28.99,26.9,26.9,"120,545"
2/24/20,29.16,29.3,28.4,28.65,"111,374"
2/21/20,30.61,30.64,30.04,30.44,"22,137"
2/20/20,30.75,31.07,30.75,30.82,"4,504"
2/19/20,31.19,31.19,30.84,30.84,"15,574"
2/18/20,31.21,31.35,30.94,31.1,"17,716"
2/14/20,31.72,31.79,31.3,31.33,"19,860"
2/13/20,31.6,31.74,31.56,31.68,"15,843"
2/12/20,31.61,31.98,31.6,31.92,"27,066"
2/11/20,31.01,31.57,31.01,31.48,"13,826"
2/10/20,30.77,30.87,30.6,30.84,"45,537"
2/7/20,30.94,30.97,30.75,30.81,"23,015"
2/6/20,31.64,31.8,31.09,31.16,"10,707"
2/5/20,31.23,31.58,31.18,31.51,"33,231"
2/4/20,30.5,30.95,30.5,30.9,"103,180"
2/3/20,29.99,30.43,29.86,30.05,"51,674"
1/31/20,30.17,30.17,29.77,29.84,"43,227"
1/30/20,30,30.61,29.97,30.6,"25,201"
1/29/20,30.67,30.84,30.33,30.38,"70,987"
1/28/20,30.41,30.79,30.39,30.66,"27,575"
1/27/20,30.24,30.42,29.95,30.25,"186,675"
1/24/20,31.84,31.84,30.8,31.28,"73,082"
1/23/20,31.07,31.85,30.58,31.85,"35,194"
1/22/20,31.49,31.54,31.14,31.21,"96,495"
1/21/20,31.68,31.93,30.94,31.23,"38,868"
1/17/20,32.23,32.36,32.12,32.25,"29,587"
1/16/20,31.91,32.2,31.91,32.2,"14,964"
1/15/20,31.64,31.88,31.64,31.74,"19,709"
1/14/20,31.59,32,31.59,31.66,"28,302"
1/13/20,31.37,31.45,31.32,31.41,"3,482"
1/10/20,31.39,31.41,31.3,31.36,"2,952"
1/9/20,31.46,31.62,31.3,31.43,"16,594"
1/8/20,30.89,31.44,30.89,31.27,"25,359"
1/7/20,31.01,31.16,30.9,30.94,"42,033"
1/6/20,30.78,31.06,30.78,31.04,"26,737"
1/3/20,31.18,31.32,30.9,31.17,"31,987"
1/2/20,31.86,31.95,31.66,31.85,"9,152"
